raga_name|kriti_name|composer_name|Link
kanada|Veera urudi|Shuddhananda Bharati|http://www.karnatik.com/c1661.shtml
shubhapantuvarali|Anbu vellame|Ashok madhav|http://www.karnatik.com/c2612.shtml
shubhapantuvarali|Ennaallu oorake|Tyagaraja|http://www.karnatik.com/c2300.shtml
shubhapantuvarali|Ishaiyin ellaiyai|Dandapani Desikar|http://www.karnatik.com/c1271.shtml
shubhapantuvarali|Manonmani mandhahaasini|Muthiah Bhagavatar|http://www.karnatik.com/c2026.shtml
shubhapantuvarali|Ne pogadakunte|Tyagaraja|http://www.karnatik.com/c2596.shtml
shubhapantuvarali|Nee samaanamevaru|G. N. Balasubramaniam|http://www.karnatik.com/c3067.shtml
shubhapantuvarali|Velane vere|Koteeswara Iyer|http://www.karnatik.com/c1831.shtml
vijayavasantam|Nee cittamu naa|Tyagaraja|http://www.karnatik.com/c2648.shtml
bhairavi|Alaiyaamal paarumayyaa|Shuddhananda Bharati|http://www.karnatik.com/c1660.shtml
bhairavi|Aanandamaanandamaayenu|Tyagaraja|http://www.karnatik.com/c1381.shtml
bhairavi|Bhairavi parameshwari|Muthiah Bhagavatar|http://www.karnatik.com/c2087.shtml
bhairavi|Deena dayaalo|Bhadrachala Ramadasu|http://www.karnatik.com/c2467.shtml
bhairavi|Enaati nomu phalamo|Tyagaraja|http://www.karnatik.com/c1736.shtml
bhairavi|Gati verevarammaa|G. N. Balasubramaniam|http://www.karnatik.com/c3044.shtml
bhairavi|Indu enage|Raghavendra Tirtha|http://www.karnatik.com/c3276.shtml
bhairavi|Indukaa puttincitivi|Tyagaraja|http://www.karnatik.com/c2352.shtml
bhairavi|Inta paraaku neeve|G. N. Balasubramaniam|http://www.karnatik.com/c3045.shtml
bhairavi|Jaya jaya gokulabaala|Narayana Teertha|http://www.karnatik.com/c1257.shtml
bhairavi|Kaamaakshee (swarajati)|Shyama Shastri|http://www.karnatik.com/c1080.shtml
bhairavi|Karpakavalliyun porpadam|Lalitha Dasa|http://www.karnatik.com/c2439.shtml
bhairavi|Kavalaippadaade maname|Shuddhananda Bharati|http://www.karnatik.com/c1650.shtml
bhairavi|Koluvaiyunnaade|Tyagaraja|http://www.karnatik.com/c2403.shtml
bhairavi|Lalite shree|Tyagaraja|http://www.karnatik.com/c2527.shtml
bhairavi|Maamava maheshwari|R. Ramachandran Nair|http://www.karnatik.com/c3107.shtml
bhairavi|Mrgapaane|Muthiah Bhagavatar|http://www.karnatik.com/c1926.shtml
bhairavi|Mukhattai kattiye|Papanasa Mudaliar|http://www.karnatik.com/c1141.shtml
bhairavi|Naamamulanu seyare|Venkataramana Bhagavathar|http://www.karnatik.com/c3185.shtml
bhairavi|Nammina vaarini|Tyagaraja|http://www.karnatik.com/c2582.shtml
bhairavi|Naatha brovave|Tyagaraja|http://www.karnatik.com/c2592.shtml
bhairavi|Nee gadiyaladu|Papanasam Sivan|http://www.karnatik.com/c1545.shtml
bhairavi|Nee paadame|Muthiah Bhagavatar|http://www.karnatik.com/c2201.shtml
bhairavi|Nee paadamule|Patnam Subramania Iyer|http://www.karnatik.com/c1468.shtml
bhairavi|Nijamaite mundara|Tyagaraja|http://www.karnatik.com/c2659.shtml
bhairavi|Ninnane nambi|Purandara Dasa|http://www.karnatik.com/c1062.shtml
bhairavi|Neevanti deivamu|Tyagaraja|http://www.karnatik.com/c2672.shtml
bhairavi|Odi baarayya|Purandara Dasa|http://www.karnatik.com/c1326.shtml
bhairavi|Pratyakshamugaa raaraa|Venkataramana Bhagavathar|http://www.karnatik.com/c3199.shtml
bhairavi|Raksha bettare|Tyagaraja|http://www.karnatik.com/c2743.shtml
bhairavi|Raama kodandaraama raama|Tyagaraja|http://www.karnatik.com/c2753.shtml
bhairavi|Raamaa ravikulasomaa|Koteeswara Iyer|http://www.karnatik.com/c1886.shtml
bhairavi|Raaraa dasharatha|Venkataramana Bhagavathar|http://www.karnatik.com/c3207.shtml
bhairavi|Saami nenaruna (swarajati)|Venkataramana Bhagavathar|http://www.karnatik.com/c3210.shtml
bhairavi|Sarvaantaryaami nee|Tyagaraja|http://www.karnatik.com/c2823.shtml
bhairavi|Shaantamaaga un|Shuddhananda Bharati|http://www.karnatik.com/c1674.shtml
bhairavi|Shree naarada gururaaya|Tyagaraja|http://www.karnatik.com/c2838.shtml
bhairavi|Shree raghuvara sugunaalaya|Tyagaraja|http://www.karnatik.com/c2844.shtml
bhairavi|Shree raamaa|Muthiah Bhagavatar|http://www.karnatik.com/c2193.shtml
bhairavi|Shree raamacandra shrita (geetam)|Purandara Dasa|http://www.karnatik.com/c3556.shtml
bhairavi|Shree shhanmukham|Papanasam Sivan|http://www.karnatik.com/c1546.shtml
bhairavi|Tanayande prema (nowkaa caritra keertanam)|Tyagaraja|http://www.karnatik.com/c1094.shtml
bhairavi|Tanayuni brova|Tyagaraja|http://www.karnatik.com/c2890.shtml
bhairavi|Taaye ezhaipaal|Papanasam Sivan|http://www.karnatik.com/c1544.shtml
bhairavi|Taaye sharanam|Shuddhananda Bharati|http://www.karnatik.com/c1669.shtml
bhairavi|Tillai nataraajane|Shuddhananda Bharati|http://www.karnatik.com/c1686.shtml
bhairavi|Upacaaramu cese|Tyagaraja|http://www.karnatik.com/c2903.shtml
bhairavi|Upacaaramulanu|Tyagaraja|http://www.karnatik.com/c2904.shtml
bhairavi|Velavare umai tedi|Ghanam Krishna Iyer|http://www.karnatik.com/c1155.shtml
bhairavi|Yaaro ivar yaaro|Arunachala Kavi|http://www.karnatik.com/c1156.shtml
gaudamallar|Saarasamukhi|Muthiah Bhagavatar|http://www.karnatik.com/c1476.shtml
rasali|Aparaadhamula norva|Tyagaraja|http://www.karnatik.com/c1387.shtml
vishvambari|Paramaananda|Koteeswara Iyer|http://www.karnatik.com/c1844.shtml
jayamanohari|Nee bhakti bhaagya|Tyagaraja|http://www.karnatik.com/c2646.shtml
jayamanohari|Shree ramya cittaalankaara|Tyagaraja|http://www.karnatik.com/c2858.shtml
jayamanohari|Yajnaadulu sukhamanu|Tyagaraja|http://www.karnatik.com/c2943.shtml
deshyatodi|Innaallavale|Tyagaraja|http://www.karnatik.com/c2357.shtml
deshyatodi|Raaju vedale|Tyagaraja|http://www.karnatik.com/c2741.shtml
deshyatodi|Rookalu padivelunna|Tyagaraja|http://www.karnatik.com/c2793.shtml
deshi|Bhayasamaya (geetam)|Purandara Dasa|http://www.karnatik.com/c1810.shtml
bangala|Cidambaram ena ninaivaai|Shuddhananda Bharati|http://www.karnatik.com/c1636.shtml
bangala|Devam kavacinam|Muthiah Bhagavatar|http://www.karnatik.com/c1929.shtml
bangala|Giriraaja sutaa|Tyagaraja|http://www.karnatik.com/c2340.shtml
bangala|Munupe teliyaka|Tyagaraja|http://www.karnatik.com/c2570.shtml
bangala|Saakshi ledanucu|Tyagaraja|http://www.karnatik.com/c2798.shtml
gurupriya|Shree saambashiva|Muthiah Bhagavatar|http://www.karnatik.com/c2136.shtml
manirangu|Bhandaasura|Muthiah Bhagavatar|http://www.karnatik.com/c2090.shtml
manirangu|Jaya jaya padmanaabhaanujesha|Swathi Thirunal Rama Varma|http://www.karnatik.com/c2512.shtml
manirangu|Maamava pattaabhiraama|Muthuswami Dikshitar|http://www.karnatik.com/c1188.shtml
manirangu|Neeku sari evarooraa|Tyagaraja|http://www.karnatik.com/c2663.shtml
manirangu|Raanidhi raadu|Tyagaraja|http://www.karnatik.com/c2786.shtml
manirangu|Saraseeruha nayana|Tiruvettiyur Tyaagayya|http://www.karnatik.com/c3032.shtml
manirangu|Unakku samaanamaay|Shuddhananda Bharati|http://www.karnatik.com/c1646.shtml
bhinnasadjam|Sarivaarilona cowka|Tyagaraja|http://www.karnatik.com/c2817.shtml
jhankaradhwani|Phanipati shaayi|Tyagaraja|http://www.karnatik.com/c1820.shtml
jhankaradhwani|Varam taarum|Koteeswara Iyer|http://www.karnatik.com/c1775.shtml
jingala|Anaathudanu gaanu|Tyagaraja|http://www.karnatik.com/c1383.shtml
jingala|Bhargam pashupatim|Muthiah Bhagavatar|http://www.karnatik.com/c1957.shtml
vivardhani|Abhimaanamennadu galguraa|Tyagaraja|http://www.karnatik.com/c1356.shtml
vivardhani|Vinave o manasaa|Tyagaraja|http://www.karnatik.com/c2939.shtml
madhavamanohari|Krpaasaagaram|Muthiah Bhagavatar|http://www.karnatik.com/c1901.shtml
malahari|Ananta padmanaabham|Muthiah Bhagavatar|http://www.karnatik.com/c2150.shtml
malahari|Buddhi devi|Muthiah Bhagavatar|http://www.karnatik.com/c2009.shtml
malahari|Kereya neeranu (geetam)|Purandara Dasa|http://www.karnatik.com/c1808.shtml
malahari|Shree gananaatha, lambodara (geetam)|Purandara Dasa|http://www.karnatik.com/c1806.shtml
malahari|Mandara (geetam)|Purandara Dasa|http://www.karnatik.com/c1807.shtml
malahari|Padumanaabha (geetam)|Purandara Dasa|http://www.karnatik.com/c1809.shtml
malahari|Shree gananaatha, lambodara (geetam)|Purandara Dasa|http://www.karnatik.com/c1806.shtml
malahari|Shree mahaaganapate|Muthiah Bhagavatar|http://www.karnatik.com/c1711.shtml
shivashakti|Shree cakraraaja nilaye|G. N. Balasubramaniam|http://www.karnatik.com/c1264.shtml
natakapriya|Geeta vaadya|Tanjavur Sankara Iyer|http://www.karnatik.com/c2950.shtml
natakapriya|Irangaadaa saaminaathaa|Koteeswara Iyer|http://www.karnatik.com/c1766.shtml
natakapriya|Naatakapriyaa inda|Shuddhananda Bharati|http://www.karnatik.com/c1625.shtml
matiruazhalava|Devee shree tulasamma|Tyagaraja|http://www.karnatik.com/c2260.shtml
darbar|Aparaadhamulamaanpi|Tyagaraja|http://www.karnatik.com/c1386.shtml
darbar|Calamela (varnam)|Tiruvettiyur Tyaagayya|http://www.karnatik.com/c2979.shtml
darbar|Daari teliyaka (varnam)|Poochi Srinivasa Iyengar|http://www.karnatik.com/c3231.shtml
darbar|Edi nee baahu|Tyagaraja|http://www.karnatik.com/c2270.shtml
darbar|Ela teliyalero|Tyagaraja|http://www.karnatik.com/c2273.shtml
darbar|Endundi vedalitivo|Tyagaraja|http://www.karnatik.com/c2294.shtml
darbar|Govardhana giridhara govinda|Narayana Teertha|http://www.karnatik.com/c1195.shtml
darbar|Hari tum haro (bhajan)|Meera|http://www.karnatik.com/c3156.shtml
darbar|Jwalajjihve|Muthiah Bhagavatar|http://www.karnatik.com/c2059.shtml
darbar|Kaamaarim bhaja|Muthiah Bhagavatar|http://www.karnatik.com/c1918.shtml
darbar|Mundu venuka|Tyagaraja|http://www.karnatik.com/c2568.shtml
darbar|Naamamuravu|Papanasam Sivan|http://www.karnatik.com/c1560.shtml
darbar|Naarada guruswaami|Tyagaraja|http://www.karnatik.com/c2588.shtml
darbar|Nitya roopa|Tyagaraja|http://www.karnatik.com/c2670.shtml
darbar|Neeve nannu|Venkataramana Bhagavathar|http://www.karnatik.com/c3193.shtml
darbar|Paripaalaya maam|Tyagaraja|http://www.karnatik.com/c2719.shtml
darbar|Raama lobhamela|Tyagaraja|http://www.karnatik.com/c2754.shtml
darbar|Raamaabhiraama ramaneeya|Tyagaraja|http://www.karnatik.com/c2748.shtml
darbar|Shree vallabham|R. Ramachandran Nair|http://www.karnatik.com/c3130.shtml
darbar|Shree venugopaala|Koteeswara Iyer|http://www.karnatik.com/c1887.shtml
darbar|Yocanaa kamala|Tyagaraja|http://www.karnatik.com/c1064.shtml
revati|Aparaadi naanalla|Purandara Dasa|http://www.karnatik.com/c1429.shtml
revati|Badalika deera|Tyagaraja|http://www.karnatik.com/c1393.shtml
revati|Baale baalendu|Tyagaraja|http://www.karnatik.com/c1395.shtml
revati|Bho shambho|Dayananda Saraswati|http://www.karnatik.com/c2437.shtml
revati|Cera raavademiraa|Tyagaraja|http://www.karnatik.com/c2240.shtml
revati|Dheera shikhaamani|Muthiah Bhagavatar|http://www.karnatik.com/c2200.shtml
revati|Dwaitamu sukhamaa|Tyagaraja|http://www.karnatik.com/c2268.shtml
revati|En manattaamarai|G. N. Balasubramaniam|http://www.karnatik.com/c3042.shtml
revati|Guruvaayoor appane|Ambujam krishna|http://www.karnatik.com/c1167.shtml
revati|Hari naaraayana|Purandara Dasa|http://www.karnatik.com/c1099.shtml
revati|Hari shankara|R. Ramachandran Nair|http://www.karnatik.com/c3103.shtml
revati|Jananee ninnuvinaa|Subbaraya Sastri|http://www.karnatik.com/c1085.shtml
revati|Jo jo raamaa|Tyagaraja|http://www.karnatik.com/c1733.shtml
revati|Kandavudan ullam|Padma Veeraraghavan|http://www.karnatik.com/c2981.shtml
revati|Mahaadeva shiva|Tanjavur Sankara Iyer|http://www.karnatik.com/c2952.shtml
revati|Mahaadeva shiva shambho|Tanjavur Sankara Iyer|http://www.karnatik.com/c1134.shtml
revati|Malarinai tunaiye|Papanasam Sivan|http://www.karnatik.com/c1556.shtml
revati|Naanaati batuku|Annamacharya|http://www.karnatik.com/c1508.shtml
revati|Nannu vidaci|Tyagaraja|http://www.karnatik.com/c2520.shtml
revati|Nee daya galgute|Tyagaraja|http://www.karnatik.com/c2651.shtml
revati|Paripaalaya maam|Swathi Thirunal Rama Varma|http://www.karnatik.com/c1519.shtml
revati|Paripaalaya paripaalaya|Tyagaraja|http://www.karnatik.com/c2720.shtml
revati|Raaga ratna maalikace|Tyagaraja|http://www.karnatik.com/c1077.shtml
revati|Sadguru swaamiki|Poochi Srinivasa Iyengar|http://www.karnatik.com/c3254.shtml
revati|Sakala sampatprade|Muthiah Bhagavatar|http://www.karnatik.com/c1742.shtml
revati|Seetaa naayaka|Tyagaraja|http://www.karnatik.com/c2865.shtml
revati|Taamboolava kollu|Purandara Dasa|http://www.karnatik.com/c1145.shtml
revati|Tatvamariya taramaa|Papanasam Sivan|http://www.karnatik.com/c1295.shtml
margahindolam|Calamelaraa|Tyagaraja|http://www.karnatik.com/c2232.shtml
kamala|Anbilaiye|Papanasam Sivan|http://www.karnatik.com/c1584.shtml
kamala|Apadooruku lonaitine (jaavali)|Pattabhiramayya|http://www.karnatik.com/c1197.shtml
kamala|Apudu manasu (jaavali)|Patnam Subramania Iyer|http://www.karnatik.com/c1198.shtml
kamala|Brocevaarevaruraa|Mysore Vasudevachar|http://www.karnatik.com/c1305.shtml
kamala|Deva namo namo|R. Ramachandran Nair|http://www.karnatik.com/c3095.shtml
kamala|Ehi mudam dehi|Narayana Teertha|http://www.karnatik.com/c1331.shtml
kamala|Ennannaiye|Muthiah Bhagavatar|http://www.karnatik.com/c2216.shtml
kamala|Gajaananam bhaje|R. Ramachandran Nair|http://www.karnatik.com/c3098.shtml
kamala|Ee vela nannu|Bhadrachala Ramadasu|http://www.karnatik.com/c2476.shtml
kamala|Jayati jayati|Viswanatha Sastri|http://www.karnatik.com/c1139.shtml
kamala|Kadaikkan paarvaiyadu|Papanasam Sivan|http://www.karnatik.com/c1585.shtml
kamala|Kancadalaayadaakshee|Muthuswami Dikshitar|http://www.karnatik.com/c1057.shtml
kamala|Kandavar maravaare|Shuddhananda Bharati|http://www.karnatik.com/c1620.shtml
kamala|Madanaanga mohana|Oothukkadu Venkata Kavi|http://www.karnatik.com/c2510.shtml
kamala|Manasaa raamuni|Venkataramana Bhagavathar|http://www.karnatik.com/c3183.shtml
kamala|Mareya beda manave|Purandara Dasa|http://www.karnatik.com/c1091.shtml
kamala|Marulu konnadiraa (jaavali)|Poochi Srinivasa Iyengar|http://www.karnatik.com/c3238.shtml
kamala|Maataada baaradeno|Naraharidasa|http://www.karnatik.com/c3142.shtml
kamala|Maatanga vadanaa|Muthiah Bhagavatar|http://www.karnatik.com/c2126.shtml
kamala|Maate malayadwaja (daru varnam)|Muthiah Bhagavatar|http://www.karnatik.com/c1466.shtml
kamala|Modi jesevelraa|Pattabhiramayya|http://www.karnatik.com/c1151.shtml
kamala|Nee muddu momu|Tyagaraja|http://www.karnatik.com/c2654.shtml
kamala|Paada bhajana|G. N. Balasubramaniam|http://www.karnatik.com/c3071.shtml
kamala|Paripoorna sutantira|Shuddhananda Bharati|http://www.karnatik.com/c1670.shtml
kamala|Parpala porpani (kanni)|Papanasam Sivan|http://www.karnatik.com/c1587.shtml
kamala|Saamba shivaayanave (swarajati)|Cinnakrishna daasar|http://www.karnatik.com/c2421.shtml
kamala|Saanaro ee mohamu (jaavali)|Poochi Srinivasa Iyengar|http://www.karnatik.com/c3261.shtml
kamala|Shree parameshwari|Muthiah Bhagavatar|http://www.karnatik.com/c1746.shtml
kamala|Shree raamacandra (varnam)|Venkataramana Bhagavathar|http://www.karnatik.com/c3217.shtml
kamala|Shree shaila|Muthiah Bhagavatar|http://www.karnatik.com/c2105.shtml
kamala|Shringaara mooritivi|Annamacharya|http://www.karnatik.com/c2639.shtml
kamala|Seetaapati naa|Tyagaraja|http://www.karnatik.com/c2867.shtml
kamala|Sujana jeevana|Tyagaraja|http://www.karnatik.com/c2873.shtml
kamala|Tillaanaa|Patnam Subramania Iyer|http://www.karnatik.com/c2513.shtml
kamala|Tiruvalar mayilaiyun (kanni)|Papanasam Sivan|http://www.karnatik.com/c1586.shtml
kamala|Vidavanuraa naavyatalu|Venkataramana Bhagavathar|http://www.karnatik.com/c3224.shtml
kalanidhi|Cinna naade|Tyagaraja|http://www.karnatik.com/c2243.shtml
kesari|Nannukanna talli|Tyagaraja|http://www.karnatik.com/c2585.shtml
manohari|Paritaapamu gani|Tyagaraja|http://www.karnatik.com/c2723.shtml
gangeyabhushani|Evvare raamayya|Tyagaraja|http://www.karnatik.com/c2332.shtml
gangeyabhushani|Ninai maname nee|Koteeswara Iyer|http://www.karnatik.com/c1789.shtml
vasantabhairavi|Nee daya raadaa|Tyagaraja|http://www.karnatik.com/c2441.shtml
vasantabhairavi|Ramaaramana bhaaramaa|Tyagaraja|http://www.karnatik.com/c2782.shtml
candrajyoti|Baagaayanayya|Tyagaraja|http://www.karnatik.com/c1284.shtml
candrajyoti|Shashi vadana|Tyagaraja|http://www.karnatik.com/c2828.shtml
curnikavinodini|Kamsaantaka|Tiruvettiyur Tyaagayya|http://www.karnatik.com/c3005.shtml
malayamarutam|Aadikkondaar anda|Muthu Thandavar|http://www.karnatik.com/c2440.shtml
malayamarutam|Aadityam|Muthiah Bhagavatar|http://www.karnatik.com/c2002.shtml
malayamarutam|Bhakti koladivade paramaatmudu|Annamacharya|http://www.karnatik.com/c3304.shtml
malayamarutam|Deva deva kalayaami|Swathi Thirunal Rama Varma|http://www.karnatik.com/c1176.shtml
malayamarutam|Dhanyudevvado|Patnam Subramania Iyer|http://www.karnatik.com/c1363.shtml
malayamarutam|Dinamani vamsha|Muthiah Bhagavatar|http://www.karnatik.com/c2195.shtml
malayamarutam|Hara mrityunjaya|Muthiah Bhagavatar|http://www.karnatik.com/c1964.shtml
malayamarutam|Ksheerasaagara shayana vakshasthala|Jayachamarajendra Wadiyar|http://www.karnatik.com/c1454.shtml
malayamarutam|Manasaa etulortune|Tyagaraja|http://www.karnatik.com/c1486.shtml
malayamarutam|Mangala yaazhishai|Shuddhananda Bharati|http://www.karnatik.com/c1627.shtml
malayamarutam|Maayaa ateeta|Ponniah pillai|http://www.karnatik.com/c1410.shtml
malayamarutam|Meru samaana|Tyagaraja|http://www.karnatik.com/c2560.shtml
malayamarutam|Naan en seiven|Koteeswara Iyer|http://www.karnatik.com/c1771.shtml
malayamarutam|Niravadhi sukha daayaki|G. N. Balasubramaniam|http://www.karnatik.com/c3070.shtml
malayamarutam|Padamalare gaiyena|Papanasam Sivan|http://www.karnatik.com/c1538.shtml
malayamarutam|Rakshimpave shree|Tyagaraja|http://www.karnatik.com/c2744.shtml
malayamarutam|Saadhaka kalpalate|R. Ramachandran Nair|http://www.karnatik.com/c3121.shtml
malayamarutam|Shri vidyaa vedya|Muthiah Bhagavatar|http://www.karnatik.com/c2018.shtml
malayamarutam|Skanda pushhpa|Muthiah Bhagavatar|http://www.karnatik.com/c2092.shtml
malayamarutam|Taaraka naama|Muthiah Bhagavatar|http://www.karnatik.com/c2199.shtml
malayamarutam|Tulasi dalamulace|Tyagaraja|http://www.karnatik.com/c1047.shtml
malayamarutam|Vidulaku mrokkeda|Tyagaraja|http://www.karnatik.com/c2933.shtml
purnacandrika|Candra mandala|Muthiah Bhagavatar|http://www.karnatik.com/c1748.shtml
purnacandrika|Candram bhaje|Muthiah Bhagavatar|http://www.karnatik.com/c2003.shtml
purnacandrika|Mahaa tripurasundari|Muthiah Bhagavatar|http://www.karnatik.com/c2148.shtml
purnacandrika|Palukavemi naa|Tyagaraja|http://www.karnatik.com/c2705.shtml
purnacandrika|Paripoorna candra|Tanjavur Sankara Iyer|http://www.karnatik.com/c2958.shtml
purnacandrika|Shashishekhara|Muthiah Bhagavatar|http://www.karnatik.com/c1898.shtml
purnacandrika|Shree raama raama jagadaatma|Tyagaraja|http://www.karnatik.com/c2850.shtml
purnacandrika|Shree ranganaatam upaasmahe|Muthuswami Dikshitar|http://www.karnatik.com/c1121.shtml
purnacandrika|Shreekara maamava|R. Ramachandran Nair|http://www.karnatik.com/c3131.shtml
purnacandrika|Telisi raama|Tyagaraja|http://www.karnatik.com/c1053.shtml
purnacandrika|Tom tom tatara (tillaanaa)|Poochi Srinivasa Iyengar|http://www.karnatik.com/c1104.shtml
purnacandrika|Tudikkaikkuriya|Muthiah Bhagavatar|http://www.karnatik.com/c2202.shtml
purnacandrika|Varada nipuna|G. N. Balasubramaniam|http://www.karnatik.com/c3083.shtml
kokilabhusani|Idi vela|Muthiah Bhagavatar|http://www.karnatik.com/c2174.shtml
hamsadhvani|Abheeshhta varada|Tyagaraja|http://www.karnatik.com/c1358.shtml
hamsadhvani|Arul purivaay|Shuddhananda Bharati|http://www.karnatik.com/c1138.shtml
hamsadhvani|Caaladaa hari naama|Annamacharya|http://www.karnatik.com/c1568.shtml
hamsadhvani|Chaaruvikrama|Muthiah Bhagavatar|http://www.karnatik.com/c1969.shtml
hamsadhvani|Centa deercci|Tiruvettiyur Tyaagayya|http://www.karnatik.com/c2990.shtml
hamsadhvani|En taay vaazhgave|Shuddhananda Bharati|http://www.karnatik.com/c1668.shtml
hamsadhvani|Gajavadanaa beduve|Purandara Dasa|http://www.karnatik.com/c1117.shtml
hamsadhvani|Gam ganapate|Muthiah Bhagavatar|http://www.karnatik.com/c1405.shtml
hamsadhvani|Jaya mahishasura|Muthiah Bhagavatar|http://www.karnatik.com/c2049.shtml
hamsadhvani|Karunaanidhiye|Shuddhananda Bharati|http://www.karnatik.com/c1614.shtml
hamsadhvani|Moolaa dhaara moortee|Papanasam Sivan|http://www.karnatik.com/c1026.shtml
hamsadhvani|Namaami vighna vinaayaka|Krishnaswami Ayya|http://www.karnatik.com/c1509.shtml
hamsadhvani|Paahi shreepate|Swathi Thirunal Rama Varma|http://www.karnatik.com/c1179.shtml
hamsadhvani|Paraashakti jananee|Papanasam Sivan|http://www.karnatik.com/c1822.shtml
hamsadhvani|Raghunaayakaa|Tyagaraja|http://www.karnatik.com/c2455.shtml
hamsadhvani|Saa sapaa nabonipaa|Papanasam Sivan|http://www.karnatik.com/c1597.shtml
hamsadhvani|Shree raghukulamandu|Tyagaraja|http://www.karnatik.com/c2454.shtml
hamsadhvani|Vande anisham|Mysore Vasudevachar|http://www.karnatik.com/c3146.shtml
hamsadhvani|Vandeham jagat|Annamacharya|http://www.karnatik.com/c2521.shtml
hamsadhvani|Vara vallabha|G. N. Balasubramaniam|http://www.karnatik.com/c1171.shtml
hamsadhvani|Vaarana mukhavaa|Koteeswara Iyer|http://www.karnatik.com/c1203.shtml
hamsadhvani|Vaataapi|Muthuswami Dikshitar|http://www.karnatik.com/c1048.shtml
hamsadhvani|Vinaayakaa ninnu|E.v. raamakrishna bhaagavatar|http://www.karnatik.com/c1136.shtml
hamsagamani|Sadaashivam|Muthiah Bhagavatar|http://www.karnatik.com/c1946.shtml
hamsagamani|Shree mahishhaasura|Muthiah Bhagavatar|http://www.karnatik.com/c2183.shtml
andolika|Kaaranamemi kaanane|G. N. Balasubramaniam|http://www.karnatik.com/c3048.shtml
andolika|Nee dayaraadaa (varnam)|G. N. Balasubramaniam|http://www.karnatik.com/c3064.shtml
andolika|Raaga sudhaarasa|Tyagaraja|http://www.karnatik.com/c2735.shtml
andolika|Vajreshi maate|Muthiah Bhagavatar|http://www.karnatik.com/c2081.shtml
andolika|Velanai nee|Dandapani Desikar|http://www.karnatik.com/c1312.shtml
hindustanikapi|Dikku teriyaada kaattil|Subramania Bharati|http://www.karnatik.com/c1304.shtml
hindustanikapi|Kapaalinam|Muthiah Bhagavatar|http://www.karnatik.com/c1917.shtml
hindustanikapi|Raadhaa mukhakamala|Papanasam Sivan|http://www.karnatik.com/c1562.shtml
hindustanikapi|Tum bin mere (bhajan)|Meera|http://www.karnatik.com/c3390.shtml
desha|Aaduvome pallu paaduvome|Subramania Bharati|http://www.karnatik.com/c1248.shtml
desha|Oyyaara nadiyudan|Padma Veeraraghavan|http://www.karnatik.com/c2877.shtml
desha|Raama naamame|Tanjavur Sankara Iyer|http://www.karnatik.com/c2960.shtml
neetimati|Mohanakara mutukumara|Koteeswara Iyer|http://www.karnatik.com/c1180.shtml
dipakam|Kalala nercina|Tyagaraja|http://www.karnatik.com/c2381.shtml
chayatarangini|Itara daivamula|Tyagaraja|http://www.karnatik.com/c2367.shtml
chayatarangini|Krpa joocutaku|Tyagaraja|http://www.karnatik.com/c2409.shtml
naareereetigowla|Angaaraka mangala|Muthiah Bhagavatar|http://www.karnatik.com/c2004.shtml
naareereetigowla|Sadguru swaamiki|Tyagaraja|http://www.karnatik.com/c2795.shtml
jujahuli|Aanandame paramaanandame|Shuddhananda Bharati|http://www.karnatik.com/c1648.shtml
jujahuli|Paraaku jesina|Tyagaraja|http://www.karnatik.com/c2709.shtml
harikambhoji|Cani todi teve|Tyagaraja|http://www.karnatik.com/c2236.shtml
harikambhoji|Dinamani vamsha|Tyagaraja|http://www.karnatik.com/c2265.shtml
harikambhoji|Enduku nirdaya evarunnaaruraa|Tyagaraja|http://www.karnatik.com/c2292.shtml
harikambhoji|Enta raani|Tyagaraja|http://www.karnatik.com/c2308.shtml
harikambhoji|Harikaambodhi paadi|Shuddhananda Bharati|http://www.karnatik.com/c1626.shtml
harikambhoji|Kamala pada|Papanasam Sivan|http://www.karnatik.com/c1578.shtml
harikambhoji|Karaangulina|Muthiah Bhagavatar|http://www.karnatik.com/c2039.shtml
harikambhoji|Laali laaliyani|Tyagaraja|http://www.karnatik.com/c2525.shtml
harikambhoji|Murugaa tirumaal|Tanjavur Sankara Iyer|http://www.karnatik.com/c2956.shtml
harikambhoji|Nenendu vetukuduraa|Tyagaraja|http://www.karnatik.com/c2599.shtml
harikambhoji|Neeye gati en taaye|Koteeswara Iyer|http://www.karnatik.com/c1784.shtml
harikambhoji|Oka maata|Tyagaraja|http://www.karnatik.com/c2687.shtml
harikambhoji|Paripaalayamaam|Poochi Srinivasa Iyengar|http://www.karnatik.com/c3248.shtml
harikambhoji|Raama naamoraalincaraa|Venkataramana Bhagavathar|http://www.karnatik.com/c3203.shtml
harikambhoji|Raama nannu brovaraa|Tyagaraja|http://www.karnatik.com/c2757.shtml
harikambhoji|Raaraa phanishayana|Tyagaraja|http://www.karnatik.com/c2789.shtml
harikambhoji|Saaketa nagara naatha|Mysore Sadashiva Rao|http://www.karnatik.com/c2879.shtml
harikambhoji|Shri vishveshvara|Muthiah Bhagavatar|http://www.karnatik.com/c1947.shtml
harikambhoji|Undedi raamudu|Tyagaraja|http://www.karnatik.com/c1082.shtml
harikambhoji|Undenru urudi|Papanasam Sivan|http://www.karnatik.com/c1563.shtml
harikambhoji|Vallagaadaanaka|Tyagaraja|http://www.karnatik.com/c2911.shtml
harikambhoji|Vinataa suta vaahanudai|Tyagaraja|http://www.karnatik.com/c2938.shtml
